Material1,Section1,Area1,Orientation1,Material2,Section2,Area2,Orientation2,Angle,W/F/H,Ved,Fed,Output
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.06,1.0
235.0,I,46.0,Z,275.0,H,11.0,X,90.0,0,0.0,0.28,1.0
235.0,I,46.0,Z,275.0,H,11.0,X,90.0,1,0.0,0.28,1.0
235.0,I,46.0,Z,275.0,H,11.0,X,90.0,0,0.0,0.33,1.0
235.0,I,46.0,Z,275.0,H,11.0,X,90.0,1,0.0,0.33,1.0
235.0,I,46.0,Z,275.0,H,11.0,X,90.0,0,0.0,0.37,1.0
235.0,I,76.0,Z,275.0,H,11.0,X,90.0,1,0.0,0.37,1.0
235.0,I,76.0,Z,235.0,I,46.0,X,90.00000000000006,1,5.29,0.29,1.0
235.0,I,46.0,Z,235.0,I,46.0,X,89.99999999999994,1,4.42,0.3,1.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,57.99461679191653,0,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,57.99461679191653,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,57.99461679191653,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,57.99461679191653,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,57.99461679191653,1,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,57.99461679191653,0,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,57.99461679191653,0,0.0,0.22,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,57.99461679191653,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,57.99461679191653,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,57.99461679191653,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,57.99461679191653,1,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,57.99461679191653,1,0.0,0.41,3.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,57.99461679191653,1,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,126.73214007635862,1,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,126.73214007635862,1,0.0,0.33,3.0
235.0,I,76.0,Z,235.0,S,8.0,XZ,57.99461679191653,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,XZ,57.99461679191653,1,0.0,0.39,3.0
235.0,I,76.0,Z,235.0,S,8.0,XZ,122.00538320808352,1,0.0,0.24,3.0
235.0,I,76.0,Z,235.0,S,8.0,XZ,126.73214007635862,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,I,31.0,X,90.0,1,0.3,0.03,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.02,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.02,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.08,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.08,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.02,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.02,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.0,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.0,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.09,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.09,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.07,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.07,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,0,2.23,0.42,1.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,57.9946167919165,1,0.0,0.04,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,57.9946167919165,1,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,I,54.0,X,89.9999427041632,0,1.03,0.38,1.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,0,2.26,0.07,1.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,57.9946167919165,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,57.9946167919165,1,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,1,1.13,0.09,1.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,1,1.13,0.45,1.0
235.0,I,76.0,Z,235.0,I,54.0,X,90.0,1,7.36,0.78,1.0
235.0,I,76.0,Z,235.0,I,54.0,X,89.99999535439663,1,1.03,0.38,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.16,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.16,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.16,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.16,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.06,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.06,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.06,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.06,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.02,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.02,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.02,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.02,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.01,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.19,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.19,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.19,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.19,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.03,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.03,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.03,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.03,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.0,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.0,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.0,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.0,1.0
235.0,I,76.0,Z,275.0,H,11.0,X,90.0,1,0.0,0.21,1.0
235.0,I,76.0,Z,275.0,H,11.0,X,90.0,1,0.0,0.21,1.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,0,1.75,0.82,1.0
235.0,I,76.0,Z,235.0,I,54.0,XY,90.0,0,1.46,0.28,1.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.07,1.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.08,1.0
235.0,I,76.0,Z,235.0,I,39.0,X,90.0,0,8.24,0.04,2.0
235.0,I,76.0,Z,235.0,S,9.0,XY,90.0,0,0.0,0.06,3.0
235.0,I,76.0,Z,235.0,S,9.0,XY,90.0,0,0.0,0.08,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,122.00538320808352,1,0.0,0.15,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,50.86302714588342,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,50.86302714588342,1,0.0,0.06,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.08,1.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.0,1.0
235.0,I,76.0,Z,235.0,I,39.0,X,90.0,0,8.51,0.13,2.0
235.0,I,76.0,Z,235.0,S,9.0,XY,90.0,0,0.0,0.1,3.0
235.0,I,76.0,Z,235.0,S,9.0,XY,90.0,0,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,50.86302714588342,1,0.0,0.31,3.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.0,1.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.0,1.0
235.0,I,76.0,Z,355.0,I,76.0,X,90.0,0,10.18,0.12,1.0
235.0,I,46.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.0,1.0
235.0,I,46.0,Z,235.0,I,31.0,X,90.0,0,0.24,0.04,1.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,0,0.92,0.66,1.0
235.0,I,76.0,Z,235.0,I,54.0,XY,90.0,0,1.46,0.32,1.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.19,1.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.19,1.0
235.0,I,76.0,Z,235.0,I,39.0,X,90.0,0,8.24,0.04,2.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,50.86302714588342,1,0.0,0.09,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,122.00538320808352,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,50.86302714588342,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.19,1.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.23,1.0
235.0,I,76.0,Z,235.0,I,39.0,X,90.0,0,8.75,0.07,2.0
235.0,I,76.0,Z,275.0,H,11.0,XY,90.0,0,0.0,0.02,3.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.23,1.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.25,1.0
235.0,I,76.0,Z,355.0,I,76.0,X,90.0,0,10.38,0.09,1.0
235.0,I,46.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.25,1.0
235.0,I,46.0,Z,235.0,S,6.0,XZ,50.86302714588342,0,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,1,11.07,0.22,1.0
235.0,I,46.0,Z,235.0,I,54.0,XY,90.0,0,1.46,0.28,1.0
235.0,I,46.0,Z,235.0,S,6.0,XZ,57.07694307214107,1,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,S,6.0,XZ,57.07694307214107,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,I,31.0,X,90.0,1,0.96,0.04,1.0
235.0,I,76.0,Z,235.0,I,31.0,X,90.0,1,4.99,1.25,1.0
235.0,I,76.0,Z,235.0,I,20.0,Y,90.0,0,6.48,0.05,2.0
235.0,I,76.0,Z,235.0,S,6.0,XZ,50.86302714588342,1,0.0,1.12,3.0
235.0,I,76.0,Z,235.0,S,6.0,XZ,50.86302714588342,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,6.0,XZ,116.73668055743096,1,0.0,0.67,3.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.16,3.0
235.0,I,46.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.11,1.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.11,1.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.06,3.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.07,1.0
235.0,I,31.0,Y,235.0,S,8.0,YZ,39.136972854116586,0,1.0,1.0,3.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.08,3.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,3.0
235.0,I,31.0,Y,235.0,S,8.0,YZ,39.136972854116586,0,0.0,0.31,3.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.1,3.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,3.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.0,1.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.0,1.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,I,31.0,Y,90.0,1,2.43,0.19,1.0
235.0,I,31.0,Y,235.0,S,8.0,YZ,39.136972854116586,0,0.0,0.34,3.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,1.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.04,3.0
275.0,H,11.0,XY,235.0,I,31.0,Y,48.23970029610211,2,2.43,0.23,3.0
235.0,I,31.0,Y,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.36,3.0
235.0,I,46.0,Z,235.0,I,39.0,X,90.0,0,0.99,0.17,1.0
235.0,I,39.0,Z,235.0,I,39.0,X,90.0,1,0.33,0.18,1.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,5.67,0.36,2.0
235.0,I,39.0,Z,235.0,I,39.0,X,90.0,1,5.83,0.36,1.0
235.0,I,31.0,X,235.0,S,6.0,XZ,39.136972854116586,0,1.0,1.0,3.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,6.99,0.16,2.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,6.99,0.16,2.0
235.0,I,39.0,X,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.06,3.0
235.0,I,39.0,X,235.0,S,9.0,XY,135.0,1,1.0,1.0,3.0
235.0,I,39.0,X,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.16,3.0
235.0,I,39.0,X,235.0,S,9.0,XY,135.0,1,1.0,1.0,3.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,6.74,0.11,2.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,6.74,0.11,2.0
235.0,I,39.0,X,235.0,S,9.0,XY,135.0,1,1.0,1.0,3.0
235.0,I,39.0,X,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,3.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,7.01,0.2,2.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,7.01,0.2,2.0
235.0,I,39.0,X,235.0,S,9.0,XY,135.0,1,1.0,1.0,3.0
235.0,I,39.0,X,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.08,3.0
235.0,I,20.0,Y,355.0,I,76.0,X,90.0,1,7.24,0.07,2.0
235.0,I,20.0,Y,355.0,I,76.0,X,90.0,1,7.24,0.07,2.0
355.0,I,76.0,X,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,3.0
355.0,I,76.0,X,235.0,S,9.0,XY,135.0,1,0.0,0.04,3.0
355.0,I,76.0,X,235.0,S,9.0,XY,135.0,1,0.0,0.36,3.0
355.0,I,76.0,X,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.1,3.0
235.0,I,20.0,Y,355.0,I,76.0,X,90.0,1,6.75,0.14,2.0
235.0,I,20.0,Y,355.0,I,76.0,X,90.0,1,6.75,0.14,2.0
355.0,I,76.0,X,235.0,S,9.0,XY,135.0,1,1.0,1.0,3.0
355.0,I,76.0,X,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.04,3.0
355.0,I,76.0,X,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.36,3.0
355.0,I,76.0,X,235.0,S,9.0,XY,135.0,1,0.0,0.1,3.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,6.47,0.14,2.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,6.47,0.14,2.0
235.0,I,39.0,X,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,3.0
235.0,I,39.0,X,235.0,S,9.0,XY,135.0,1,0.0,0.08,3.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,6.74,0.11,2.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,6.74,0.11,2.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,6.99,0.0,2.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,6.99,0.0,2.0
235.0,I,39.0,X,235.0,S,9.0,XY,135.0,1,0.0,0.06,3.0
235.0,I,39.0,X,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,3.0
235.0,I,39.0,X,235.0,S,9.0,XY,135.0,1,0.0,0.16,3.0
235.0,I,39.0,X,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,I,39.0,X,90.0,0,8.49,0.07,2.0
235.0,I,20.0,Y,235.0,S,9.0,XY,45.00000000000001,1,1.0,1.0,3.0
235.0,I,20.0,Y,235.0,S,9.0,XY,45.00000000000001,1,0.0,0.16,3.0
235.0,I,20.0,Y,235.0,I,39.0,X,90.0,1,0.81,0.36,2.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,0,2.23,0.42,1.0
235.0,I,54.0,X,235.0,S,8.0,XZ,36.73214007635864,0,0.0,0.55,3.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,1,1.13,0.09,1.0
235.0,I,54.0,X,235.0,S,6.0,XZ,32.92305692785894,0,0.0,0.5,3.0
235.0,I,54.0,X,235.0,S,8.0,XZ,32.00544050392029,0,0.0,0.43,3.0
235.0,I,76.0,Z,235.0,I,54.0,X,90.0,1,7.36,0.78,1.0
235.0,I,54.0,X,235.0,S,6.0,XZ,26.73668055743095,0,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,126.73214007635862,0,0.0,0.55,3.0
235.0,I,46.0,Z,235.0,S,6.0,XZ,57.07694307214107,0,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,S,6.0,XZ,57.07694307214107,0,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,S,6.0,XZ,129.13697285411658,0,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,S,6.0,XZ,63.263319442569035,0,0.0,0.54,3.0
235.0,I,46.0,Z,235.0,S,6.0,XZ,63.263319442569035,0,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,1,1.13,0.45,1.0
235.0,I,76.0,Z,235.0,S,6.0,XZ,129.13697285411658,1,0.0,1.12,3.0
235.0,I,76.0,Z,235.0,S,6.0,XZ,63.263319442569035,1,0.0,0.67,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,57.9946167919165,1,0.0,0.15,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,129.13697285411658,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,129.13697285411658,1,0.0,0.06,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,57.9946167919165,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,129.13697285411658,1,0.0,0.09,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,57.9946167919165,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,57.9946167919165,1,1.0,1.0,3.0
235.0,I,76.0,Z,235.0,S,8.0,YZ,129.13697285411658,1,1.0,1.0,3.0
235.0,I,54.0,X,235.0,S,6.0,XZ,32.92305692785893,0,0.0,1.12,3.0
235.0,I,54.0,X,235.0,S,8.0,XZ,36.73214007635864,0,1.0,1.0,3.0
235.0,I,54.0,X,235.0,S,6.0,XZ,32.923056927858944,0,1.0,1.0,3.0
235.0,I,54.0,X,235.0,S,8.0,XZ,36.73214007635864,0,1.0,1.0,3.0
235.0,I,54.0,X,235.0,S,6.0,XZ,26.736680557430965,0,0.0,0.54,3.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,0,1.75,0.82,1.0
235.0,I,39.0,Z,235.0,I,54.0,X,90.0,1,0.84,0.82,1.0
235.0,I,54.0,X,235.0,S,6.0,XZ,32.923056927858944,0,0.0,1.28,3.0
235.0,I,54.0,X,235.0,I,54.0,XY,135.0,1,1.46,0.28,1.0
235.0,I,54.0,X,235.0,I,54.0,XY,45.00000000000001,1,1.46,0.32,1.0
235.0,I,39.0,Z,235.0,I,54.0,X,90.0,1,10.85,0.22,1.0
235.0,I,54.0,X,235.0,S,6.0,XZ,32.923056927858944,0,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,I,39.0,X,90.0,0,0.57,0.73,1.0
235.0,I,46.0,Z,235.0,I,54.0,X,90.0,0,0.92,0.66,1.0
235.0,I,76.0,Z,235.0,I,54.0,XY,90.0,0,1.46,0.28,1.0
235.0,I,76.0,Z,235.0,I,54.0,XY,90.0,0,1.46,0.32,1.0
235.0,I,39.0,Z,235.0,I,39.0,X,90.0,1,0.36,0.73,1.0
235.0,I,39.0,Z,235.0,I,54.0,X,90.0,1,0.37,0.66,1.0
235.0,I,39.0,Z,235.0,I,39.0,X,90.0,1,1.87,0.51,1.0
235.0,I,39.0,Z,235.0,I,54.0,X,90.0,1,0.53,0.07,1.0
235.0,I,39.0,Z,235.0,S,6.0,XZ,43.00982775024511,1,0.0,1.11,3.0
235.0,I,39.0,Z,235.0,S,6.0,XZ,43.00982775024511,1,1.0,1.0,3.0
235.0,I,39.0,X,235.0,S,6.0,XZ,46.990172249754885,0,0.0,1.28,3.0
235.0,I,39.0,X,235.0,S,6.0,XZ,46.990172249754885,0,1.0,1.0,3.0
235.0,I,54.0,X,235.0,S,6.0,XZ,32.92305692785893,0,0.0,0.66,3.0
235.0,I,54.0,X,235.0,S,6.0,XZ,46.990172249754885,0,0.0,1.11,3.0
235.0,I,54.0,X,235.0,S,6.0,XZ,46.990172249754885,0,1.0,1.0,3.0
235.0,I,54.0,XY,235.0,I,54.0,X,45.00000000000001,1.0,5.53,0.64,1.0
235.0,I,39.0,Z,235.0,I,39.0,X,90.0,1,2.27,0.51,1.0
235.0,I,39.0,Z,235.0,I,54.0,X,90.0,1,1.09,0.07,1.0
235.0,I,39.0,Z,235.0,I,39.0,X,90.0,1,1.25,0.36,1.0
235.0,I,39.0,Z,235.0,I,54.0,X,90.0,1,4.93,0.64,1.0
235.0,I,39.0,Z,235.0,I,39.0,X,90.0,1,1.29,0.45,1.0
235.0,I,39.0,Z,235.0,I,54.0,X,90.0,1,0.55,0.55,1.0
235.0,I,39.0,Z,235.0,I,39.0,X,90.0,1,0.89,0.45,1.0
235.0,I,39.0,Z,235.0,I,54.0,X,90.0,1,0.0,0.55,1.0
275.0,H,11.0,XY,235.0,I,28.0,Y,61.821409890040805,2,0.37,0.0,1.0
275.0,H,11.0,XY,235.0,I,39.0,X,28.17859010995918,2,8.75,0.07,3.0
275.0,H,11.0,XY,235.0,I,28.0,Y,48.23970029610211,2,0.01,0.02,3.0
235.0,S,27.0,YZ,235.0,S,27.0,YZ,79.21530442183995,2,1.0,1.0,3.0
235.0,I,46.0,Z,235.0,I,31.0,X,90.0,1,0.3,0.03,1.0
